title,authors,year,citations,abstract,result_id,publication_info,pdf_links,url,total_results,search_time
Deep learning based mineral image classification combined with visual attention mechanism,"Y Liu, Z Zhang, X Liu, W Lei, X Xia",2021,61,"… application potentials of the deep learning-based ore sorting … the visual attention mechanism in the deep learningbased … After that, we embedded four visual attention modules into …",y2XJ1wUtbIkJ,"Y Liu, Z Zhang, X Liu, W Lei, X Xia - Ieee Access, 2021 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9475982/,unknown,unknown
A novel deep learning method based on attention mechanism for bearing remaining useful life prediction,"Y Chen, G Peng, Z Zhu, S Li",2020,460,"Rolling bearing is a key component in rotation machine, whose remaining useful life (RUL) prediction is an essential issue of constructing condition-based maintenance (CBM) system. …",AUOS1O0buPYJ,"Y Chen, G Peng, Z Zhu, S Li - Applied Soft Computing, 2020 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S1568494619307008,unknown,unknown
A deep learning method based on an attention mechanism for wireless network traffic prediction,"M Li, Y Wang, Z Wang, H Zheng",2020,161,"… In this paper, a spatio-temporal convolutional network (LA-ResNet) is presented that uses an attention mechanism to solve spatio-temporal modeling and predict wireless network traffic. …",shDCX4Ja4AEJ,"M Li, Y Wang, Z Wang, H Zheng - Ad Hoc Networks, 2020 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S1570870519310923,unknown,unknown
Brain tumor segmentation based on deep learning and an attention mechanism using MRI multi-modalities brain images,"R Ranjbarzadeh, A Bagherian Kasgari…",2021,770,"… Adding an attention mechanism to a two-route model without using the preprocessing … only using an attention mechanism. In other words, the proposed attention mechanism can be …",cOxdkU5s8kwJ,"R Ranjbarzadeh, A Bagherian Kasgari… - Scientific reports, 2021 - nature.com",[],https://www.nature.com/articles/s41598-021-90428-8,unknown,unknown
Parallel deep learning algorithms with hybrid attention mechanism for image segmentation of lung tumors,"H Hu, Q Li, Y Zhao, Y Zhang",2020,130,"… deep learning algorithm with hybrid attention mechanism for … Then, images were input into hybrid attention mechanism and … hybrid attention mechanism consisted of a spatial attention …",Z1h5Vm8a7tEJ,"H Hu, Q Li, Y Zhao, Y Zhang - IEEE Transactions on Industrial …, 2020 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9190051/,unknown,unknown
Developing a wind power forecasting system based on deep learning with attention mechanism,"C Tian, T Niu, W Wei",2022,111,"… A dual-stage self-attention mechanism is proposed in the self-attention module to determine the … A deep learning model is used with the optimization module, built into the forecasting …",fu7kZLTBReMJ,"C Tian, T Niu, W Wei - Energy, 2022 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S036054422201653X,unknown,unknown
Improving deep learning-based plant disease classification with attention mechanism,"P Alirezazadeh, M Schirrmann, F Stolzenburg",2023,169,… a huge deep learning model with … attention module for learning representations of plant diseases in classification performance. We show the effectiveness of the attention mechanism to …,SEbMdEjxtbQJ,"P Alirezazadeh, M Schirrmann, F Stolzenburg - Gesunde Pflanzen, 2023 - Springer",[],https://link.springer.com/article/10.1007/s10343-022-00796-y,unknown,unknown
Interpretable deep learning model for building energy consumption prediction based on attention mechanism,"Y Gao, Y Ruan",2021,143,… Attention based on hidden layer states and feature-based attention improves the interpretability of the deep learning … The visualization of the model attention weights improves the …,Sj-tnqp0h2cJ,"Y Gao, Y Ruan - Energy and Buildings, 2021 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S0378778821006630,unknown,unknown
Short-term wind power forecasting based on attention mechanism and deep learning,"B Xiong, L Lou, X Meng, X Wang, H Ma…",2022,216,"… The Attention Mechanism is utilized to dynamically assign the weight of physical attribute data, which effectively deals with the model's failure to distinguish the difference in importance …",dyJNwiFiHJgJ,"B Xiong, L Lou, X Meng, X Wang, H Ma… - Electric Power Systems …, 2022 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S0378779622000062,unknown,unknown
On the effect of the attention mechanism for automatic welding defects detection based on deep learning,"X Wang, S D'Avella, Z Liang, B Zhang, J Wu…",2025,45,"… However, the solo effect of the attention mechanism on the automatic welding defects … attention mechanisms, including channel attention mechanism and spatial attention mechanism, …",Yu-qtB9bnb8J,"X Wang, S D'Avella, Z Liang, B Zhang, J Wu… - Expert Systems with …, 2025 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S0957417425000089,unknown,unknown
Human activity recognition using attention-mechanism-based deep learning feature combination,"M Akter, S Ansary, MAM Khan, D Kim",2023,93,"… This study introduces a DL model that incorporates an attention mechanism to extract more sophisticated features, leading to increased accuracy. Instead of utilizing complex signal …",X2BqW1HpkRQJ,"M Akter, S Ansary, MAM Khan, D Kim - Sensors, 2023 - mdpi.com",[],https://www.mdpi.com/1424-8220/23/12/5715,unknown,unknown
DCAMCP: A deep learning model based on capsule network and attention mechanism for molecular carcinogenicity prediction,"Z Chen, L Zhang, J Sun, R Meng…",2023,125,"… In this study, we construct a deep learning model based on capsule network and attention mechanism named DCAMCP to discriminate between carcinogenic and non-carcinogenic …",OLBvmXvd29UJ,"Z Chen, L Zhang, J Sun, R Meng… - Journal of cellular and …, 2023 - Wiley Online Library",[],https://onlinelibrary.wiley.com/doi/abs/10.1111/jcmm.17889,unknown,unknown
Exploration of attention mechanism-enhanced deep learning models in the mining of medical textual data,"L Xiao, M Li, Y Feng, M Wang, Z Zhu…",2024,40,"… First, we will introduce the principles of attention mechanisms and how they can be applied to deep learning models. Then, we discuss how to apply attention mechanism to medical text …",Xp2rwgxOe50J,"L Xiao, M Li, Y Feng, M Wang, Z Zhu… - 2024 IEEE 2nd …, 2024 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10729303/,unknown,unknown
Attention Mechanism and Transformers,"B Ghojogh, A Ghodsi",2026,162,"… This chapter explores the attention mechanism in machine learning, a … Attention enables models to assign varying levels of … The chapter begins by introducing the attention mechanism …",zEwy2ze0e5QJ,"B Ghojogh, A Ghodsi - Elements of Deep Learning, 2026 - Springer",[],https://link.springer.com/chapter/10.1007/978-3-032-10738-1_9,unknown,unknown
A hierarchical intrusion detection model combining multiple deep learning models with attention mechanism,"H Xu, L Sun, G Fan, W Li, G Kuang",2023,65,… The limitation of this method is low training efficiency and poor learning ability. This … attention mechanism and LSTM network. This method uses the advantages of attention mechanism …,i9QqmNF0lzcJ,"H Xu, L Sun, G Fan, W Li, G Kuang - IEEE Access, 2023 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10168116/,unknown,unknown
A novel deep learning prediction model for concrete dam displacements using interpretable mixed attention mechanism,"Q Ren, M Li, H Li, Y Shen",2021,151,"… proposes an interpretable mixed attention mechanism long short-term … In the encoder stage, a factor attention mechanism is … In the decoder stage, a temporal attention mechanism is …",LObD7JqgdMwJ,"Q Ren, M Li, H Li, Y Shen - Advanced Engineering Informatics, 2021 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S1474034621001592,unknown,unknown
"A deep learning framework under attention mechanism for wheat yield estimation using remotely sensed indices in the Guanzhong Plain, PR China","H Tian, P Wang, K Tansey, D Han, J Zhang…",2021,132,"… with an attention mechanism (ALSTM), which the main idea is to assign attention to the key … In conclusion, our findings highlighted that the attention mechanism helped to improve the …",TXiGPj2bbWcJ,"H Tian, P Wang, K Tansey, D Han, J Zhang… - International Journal of …, 2021 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S0303243421000829,unknown,unknown
A comparative study of attention mechanism based deep learning methods for bladder tumor segmentation,"Q Zhang, Y Liang, Y Zhang, Z Tao, R Li, H Bi",2023,38,"… of various attention modules for improving … attention mechanism based cystoscopic images segmentation (ACS) model, which was featured by the following points: (1) A mixed attention …",ZN8yyIrF9qgJ,"Q Zhang, Y Liang, Y Zhang, Z Tao, R Li, H Bi - International Journal of …, 2023 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S1386505623000011,unknown,unknown
A deep learning semantic segmentation network with attention mechanism for concrete crack detection,"J Hang, Y Wu, Y Li, T Lai, J Zhang…",2023,51,"… To solve these problems, this research designs a novel model combining FCN and two attention mechanism modules to aggregate rich contextual information for automatic concrete …",xvWYim9IWowJ,"J Hang, Y Wu, Y Li, T Lai, J Zhang… - Structural Health …, 2023 - journals.sagepub.com",[],https://journals.sagepub.com/doi/abs/10.1177/14759217221126170,unknown,unknown
HyperAttentionDTI: improving drug–protein interaction prediction by sequence-based deep learning with attention mechanism,"Q Zhao, H Zhao, K Zheng, J Wang",2022,310,"… We use deep CNNs to learn the feature matrices of drugs and proteins. To model complex … , we utilize the attention mechanism on the feature matrices and assign an attention vector to …",wXEBkLBTYRIJ,"Q Zhao, H Zhao, K Zheng, J Wang - Bioinformatics, 2022 - academic.oup.com",[],https://academic.oup.com/bioinformatics/article-abstract/38/3/655/6401997,unknown,unknown
AttentionDTA: Drug–target binding affinity prediction by sequence-based deep learning with attention mechanism,"Q Zhao, G Duan, M Yang, Z Cheng…",2022,130,"… a deep learning-based model, named AttentionDTA, which uses attention mechanism to … novelty of our work is to use attention mechanism to focus on key subsequences which are …",-KU1SDXSXS4J,"Q Zhao, G Duan, M Yang, Z Cheng… - … /ACM transactions on …, 2022 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9763375/,unknown,unknown
Classification of multi-differentiated liver cancer pathological images based on deep learning attention mechanism,"C Chen, C Chen, M Ma, X Ma, X Lv, X Dong…",2022,62,"… a deep learning model for histopathological image classification. Therefore, this paper adds … visual attention mechanism to the deep learning model. The attention mechanism increases …",Zuek3yFVPQgJ,"C Chen, C Chen, M Ma, X Ma, X Lv, X Dong… - BMC Medical Informatics …, 2022 - Springer",[],https://link.springer.com/article/10.1186/s12911-022-01919-1,unknown,unknown
A comparative evaluation of deep learning architectures for prostate cancer segmentation: introducing trionixnet with n-core multi-attention mechanism,"Y Narayan, DP Singh, T Banerjee, P Kour…",2026,40,"… , a novel tri-modular deep learning architecture tailored for … a dynamic channel attention mechanism applied throughout the … the novel N-Core Attention mechanism, a generalized multi-…",IQxmPjQ6n7kJ,"Y Narayan, DP Singh, T Banerjee, P Kour… - … Methods in Engineering, 2026 - Springer",[],https://link.springer.com/article/10.1007/s11831-025-10411-8,unknown,unknown
A novel deep-learning method with channel attention mechanism for underwater target recognition,"L Xue, X Zeng, A Jin",2022,55,"… This paper proposes deep learning with a channel attention mechanism approach for … the deep abstraction spectral features of the targets. Then, the channel attention mechanism is …",7sEeJQ6DI5AJ,"L Xue, X Zeng, A Jin - Sensors, 2022 - mdpi.com",[],https://www.mdpi.com/1424-8220/22/15/5492,unknown,unknown
A deep learning approach using attention mechanism and transfer learning for electromyographic hand gesture estimation,"Y Wang, P Zhao, Z Zhang",2023,53,"… Therefore, a deep learning model using attention mechanism and transfer learning for electromyographic hand gesture estimation is proposed in this study. The proposed model …",KzD1Jre4OR4J,"Y Wang, P Zhao, Z Zhang - Expert Systems with Applications, 2023 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S0957417423015579,unknown,unknown
Use of deep learning model with attention mechanism for software fault prediction,"TY Yu, CY Huang, NC Fang",2021,26,"… , we constructed a deep learning model called Defect Prediction via Self-Attention mechanism (… With input features, we trained a self-attention mechanism to extract semantic features of …",9AtE0hUxudsJ,"TY Yu, CY Huang, NC Fang - 2021 8th international conference …, 2021 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9622921/,unknown,unknown
A self-interpretable soft sensor based on deep learning and multiple attention mechanism: From data selection to sensor modeling,"R Guo, H Liu, G Xie, Y Zhang…",2022,121,"… called the deep multiple attention soft sensor (… attention mechanism and time lag attention mechanism are proposed. When DMASS’s training is completed, the obtained attention …",XDRVG7Y134wJ,"R Guo, H Liu, G Xie, Y Zhang… - IEEE Transactions on …, 2022 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9794453/,unknown,unknown
A robust CSI-based Wi-Fi passive sensing method using attention mechanism deep learning,"Z He, X Zhang, Y Wang, Y Lin, G Gui…",2023,74,"… of convolutional neural networks (CNN) and attention-based bi-directional long short term … by machine learning (ML) algorithms. Thirdly, we introduce attention mechanism to deal with …",bPo56tanXbMJ,"Z He, X Zhang, Y Wang, Y Lin, G Gui… - IEEE Internet of Things …, 2023 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/10123930/,unknown,unknown
"Attention, please! A survey of neural attention models in deep learning","A de Santana Correia, EL Colombini",2022,407,"… In humans, Attention is a core property … , attention mechanisms select, modulate, and focus on the information most relevant to behavior. For decades, concepts and functions of attention …",IVytt6uRIyQJ,"A de Santana Correia, EL Colombini - Artificial Intelligence Review, 2022 - Springer",[],https://link.springer.com/article/10.1007/s10462-022-10148-x,unknown,unknown
An innovative deep learning framework for skin cancer detection employing ConvNeXtV2 and focal self-attention mechanisms,"B Ozdemir, I Pacal",2025,110,"… Deep learning has emerged as a powerful tool, capable of … and focal self-attention mechanisms, addressing challenges … , while focal self-attention in the subsequent stages enhances …",pCWW3jAzCTcJ,"B Ozdemir, I Pacal - Results in Engineering, 2025 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S2590123024019352,unknown,unknown
Optimized deep learning for brain tumor detection: a hybrid approach with attention mechanisms and clinical explainability,"AJ Aiya, N Wani, M Ramani, A Kumar, S Pant…",2025,26,"… In this study, we propose a hybrid deep learning (DL) model that integrates VGG16, an attention mechanism, and optimized hyperparameters to classify brain tumors into different …",Uo6TGhTYttkJ,"AJ Aiya, N Wani, M Ramani, A Kumar, S Pant… - Scientific Reports, 2025 - nature.com",[],https://www.nature.com/articles/s41598-025-04591-3,unknown,unknown
Visual attention methods in deep learning: An in-depth survey,"M Hassanin, S Anwar, I Radwan, FS Khan, A Mian",2024,405,"… the strengths and limitations of each attention category, describe their fundamental … attention mechanisms. Finally, we recommend possible future research directions for deep attention…",K2wGoF-WBngJ,"M Hassanin, S Anwar, I Radwan, FS Khan, A Mian - Information Fusion, 2024 - Elsevier",[],https://www.sciencedirect.com/science/article/pii/S1566253524001957,unknown,unknown
Improving long-term flood forecasting accuracy using ensemble deep learning models and an attention mechanism,"M Kordani, MR Nikoo, M Fooladi…",2024,60,"… In order to achieve this goal, we explore three deep learning … Then, we integrate an attention mechanism (AM) that utilizes … deep-learning models. Additionally, two traditional machine …",5TuIi5KuqUsJ,"M Kordani, MR Nikoo, M Fooladi… - Journal of Hydrologic …, 2024 - ascelibrary.org",[],https://ascelibrary.org/doi/abs/10.1061/JHYEFF.HEENG-6262,unknown,unknown
A new deep learning network for automatic bridge detection from SAR images based on balanced and attention mechanism,"L Chen, T Weng, J Xing, Z Pan, Z Yuan, X Xing…",2020,47,"… In this paper, a new deep learning-based network is proposed to identify bridges from SAR … resolution attention and balance network (MABN). It mainly includes three parts, the attention …",Ld532SHCx_8J,"L Chen, T Weng, J Xing, Z Pan, Z Yuan, X Xing… - Remote Sensing, 2020 - mdpi.com",[],https://www.mdpi.com/2072-4292/12/3/441,unknown,unknown
Limitations of deep learning attention mechanisms in clinical research: empirical case study based on the Korean diabetic disease setting,"J Kim, S Lee, E Hwang, KS Ryu, H Jeong…",2020,40,"… of attention mechanisms. In addition, we aimed to empirically assess the potential limitations of current attention mechanisms … key considerations regarding attention mechanisms were …",m5zucrlLbAQJ,"J Kim, S Lee, E Hwang, KS Ryu, H Jeong… - Journal of medical …, 2020 - jmir.org",[],https://www.jmir.org/2020/12/e18418/,unknown,unknown
Understanding more about human and machine attention in deep neural networks,"Q Lai, S Khan, Y Nie, H Sun, J Shen…",2020,120,"… mechanism known as Human attention. Inspired by this, recent deep learning models encode attention mechanisms … focus on the three neural attention mechanisms above. The reason …",Pp8y-f-_OLoJ,"Q Lai, S Khan, Y Nie, H Sun, J Shen… - IEEE Transactions on …, 2020 - ieeexplore.ieee.org",[],https://ieeexplore.ieee.org/abstract/document/9133499/,unknown,unknown
Psychological stress detection according to ECG using a deep learning model with attention mechanism,"P Zhang, F Li, L Du, R Zhao, X Chen, T Yang, Z Fang",2021,37,"… of the attention mechanism based on the deep learning model … Memory) As different attention mechanisms can cause the … , this discussion adds attention mechanisms to the CNN layer …",IjkW-ZlVA5wJ,"P Zhang, F Li, L Du, R Zhao, X Chen, T Yang, Z Fang - Applied Sciences, 2021 - mdpi.com",[],https://www.mdpi.com/2076-3417/11/6/2848,unknown,unknown
Deep learning with an attention mechanism for differentiating the origin of brain metastasis using MR images,"T Jiao, F Li, Y Cui, X Wang, B Li, F Shi…",2023,33,… Our findings may indicate that DL models with an attention mechanism based on MRI data exhibited good performance for identifying the primary tumor in patients with BM properly. …,X34ygPHPQiIJ,"T Jiao, F Li, Y Cui, X Wang, B Li, F Shi… - Journal of Magnetic …, 2023 - Wiley Online Library",[],https://onlinelibrary.wiley.com/doi/abs/10.1002/jmri.28695,unknown,unknown
